Artist		Clicks
"Mark Kozelek" 		3
"Matthew Dekay" 		1
"Bossacucanova" 		1
"The Los Angeles Guitar Quartet" 		1
"Galt Macdermot" 		4
"Russ Chimes" 		1
"Wendy & Lisa" 		1
"Infantwo" 		1
"Arto Lindsay" 		2
"Bob Sinclar Feat. Gary Pine" 		1
"?????" 		1
"??????" 		1
"Tullycraft" 		5
"Rymzo De Gusto" 		1
"Jessye Norman" 		1
"Rupert Hine" 		1
"Mundo Livre S/A" 		1
"Hawk Nelson" 		4
"Dub Specialist" 		1
"Isabelle Adjani" 		1
"Wonder Girls" 		1
"Jpd" 		1
"Trivium" 		19
"Bobby Freeman" 		1
"Mull Historical Society" 		1
"Tommy Tucker" 		2
"Madder Rose" 		1
"Morton Feldman" 		1
"Plants And Animals" 		3
"Let Airplanes Circle Overhead" 		1
"Calexico" 		31
"Sophie Ellis-Bextor" 		17
"Desmond Dekker" 		4
"Murcof" 		15
"Philippe Lhommet & Jacques Mercier" 		1
"V/Vm" 		1
"Le Reno Amps" 		2
"Golden Bough" 		2
"Garotos Podres" 		4
"Andrew Bird" 		59
"Les Rallizes Dénudés" 		1
"Medina Azahara" 		1
"Citay" 		1
"Andres Calamaro & Los Rodriguez" 		1
"Marcel Woods" 		3
"Kroke" 		1
"The Softies" 		1
"Ybrid" 		1
"Tom Freund" 		1
"Tacks, The Boy Disaster" 		1
"Robert Hunter" 		1
"Bullitnuts" 		1
"Frou Frou" 		30
"Rodox" 		1
"Ana Caram" 		1
"Alison'S Halo" 		1
"Sharon Ben-Shem" 		1
"Aleks Syntek" 		2
"Morgan Geist" 		1
"??????" 		1
"Henri" 		1
"Sureal" 		1
"Wonderland Avenue" 		3
"Bobby Darin" 		3
"Pid?ama Porno" 		20
"Jerry Reed" 		4
"Sdnmt" 		1
"A Tribe Called Quest" 		27
"Hildegard Knef" 		1
"Los Fuckin Sombreros" 		4
"S-Job Movement" 		1
"Surkin" 		5
"Molotov" 		5
"Wayne Harriss" 		1
"Bonaparte" 		1
"Blestenation" 		2
"Bl'Ast!" 		1
"Black Strobe" 		4
"Arcangel Ft. Jowell Randy" 		1
"Coltrane Motion" 		1
"Mr. Pork Dudley & Rephan" 		1
"Gomez" 		19
"Andrew Weil & Jon Kabat-Zinn" 		1
"Andreas Vollenweider" 		1
"Dreadful Shadows" 		2
"Primus" 		15
"Stage Dolls" 		1
"Theme - Nip & Tuck" 		1
"Skeleton Key" 		1
"Re|Work" 		1
"Storm Bugs" 		1
"Sweatmaster" 		1
"Hearse" 		1
"Bel Divioleta" 		2
"On Thorns I Lay" 		1
"Nicos" 		1
"Lon Satton, P.P. Arnold, Ray Shell, Danny John-Jules, Attlee Baptiste, Richard Bodkin" 		1
"Markus Nikolai" 		1
"Itch" 		1
"Mint Royale" 		9
"Nick Warren" 		1
"Säkert!" 		1
"Nana" 		1
"Raheem Devaughn" 		1
"Diversion Tactics" 		1
"Jesse L. Martin, Wilson Jermaine Heredia, Anthony Rapp" 		1
"Miz Korona" 		1
"Office Building" 		1
"Skepta" 		3
"Hed Kandi" 		2
"Joseph Nothing" 		1
"Antigott" 		1
"The Like" 		5
"Gevende" 		1
"Scheffel & Br?nnecke" 		1
"Kenny Chesney" 		3
"Pierre Hamon" 		1
"Whiplash" 		2
"Screaming Lord Sutch & The Savages" 		1
"Tabla 2" 		1
"Dismember" 		7
"Christopher Smith" 		1
"Dj Finny" 		1
"Inez" 		1
"Bump - I?M Rushin (Dave Spoon Vocal Mix)" 		1
"Cat Stevens" 		25
"Dwootho" 		1
"Orbit" 		1
"The Honeydrips" 		3
"Pianos Become The Teeth" 		1
"Living Things" 		1
"E.S.L." 		1
"Swing" 		3
"Yellow Generation" 		1
"The Marshall Tucker Band" 		1
"L.A. Guns" 		4
"Soft Hearted Scientists" 		1
"Jonathan Krisp" 		1
"Flipsyde" 		1
"St. Vincent" 		11
"J. Holiday" 		1
"23 Skidoo" 		1
"Shibuya Crossings" 		1
"Steve Jablonsky" 		1
"Philipp Weigl" 		2
"Dhafer Youssef" 		2
"Absurd Minds" 		5
"Paul Mccartney" 		46
"González Y Los Asistentes" 		1
"Alan" 		1
"Cub Country" 		1
"Grouper" 		3
"Pointed Sticks" 		1
"Die Sektor" 		2
"Altan" 		1
"The Kristet Utseende" 		2
"Floorpunch" 		4
"Ray Charles" 		20
"The Black Box Revelation" 		2
"The Legendary Pink Dots" 		29
"Youssou N'Dour" 		3
"Fatima Spar Und Die Freedom Fries" 		1
"Tikitiklip" 		1
"Max Ricci" 		2
"Hirax" 		1
"Michael Penn" 		3
"Panda Riot" 		1
"???" 		1
"Efra" 		1
"Bo Bice" 		3
"Van Der Graaf Generator" 		4
"Himsa" 		2
"Guangzhou Cantonese Opera Troupe" 		1
"Rollins Band" 		8
"Dusty Springfield" 		17
"Bad Boy Bill" 		1
"Nick Lowe" 		4
"Banda Eva" 		3
"Sir Mix-A-Lot" 		1
"Late Night Alumni" 		1
"Kiprich" 		2
"Mira Calix" 		3
"Marc Et Claude" 		5
"Ike Turner'S Kings Of Rhythm" 		1
"Step It Up" 		1
"Midtown" 		3
"4 Non Blondes" 		10
"Animal Liberation Orchestra" 		1
"Echt" 		2
"Benoît Pioulard" 		7
"Deep Factor Feat. Carroll Thompson" 		1
"Xio" 		1
"???" 		1
"Fountain Of Tears" 		10
"M-Flo?Bennie K" 		1
"Azymuth" 		2
"Young Gunz" 		1
"Clipse/Slim Thug" 		1
"Gene Ammons" 		2
"Klinik" 		3
"Nfd" 		2
"Steve Earle" 		4
"Michael Franti & Spearhead" 		5
"Last Of The Mohicans Ost" 		1
"Mafia" 		1
"Jesse & Joy" 		1
"Supreme Court" 		1
"The Cigarettes" 		1
"A Brand" 		1
"Coolon" 		1
"Erick Turnbull" 		2
"Porta" 		1
"Kishi Satoru" 		1
"Vingança Suprema" 		1
"The Ordinary Boys" 		11
"Raised Fist" 		9
"Cool Calm Pete" 		1
"From Monument To Masses" 		1
"Morte Macabre" 		3
"Branford Marsalis" 		3
"Oliver Pocher" 		1
"Narasaki" 		4
"Confronto" 		1
"Lisa Loeb & Ben Loeb" 		1
"Gary'S Gang" 		1
"Akira The Don" 		1
"Celina González" 		1
"Zebulon Pike" 		1
"A Reminiscent Drive" 		3
"The March Violets" 		4
"Fightstar" 		6
"Bonnie 'Prince' Billy & Matt Sweeney" 		2
"Kuolleet Intiaanit" 		3
"The Braxtons" 		1
"Enslaved" 		6
"Sozz" 		1
"Kenny Dorham" 		1
"Leæther Strip" 		6
"1995 - And The Circus Leaves Town" 		1
"Haibane Renmei Ost" 		4
"New Atlantic" 		1
"Matanza" 		5
"Sampler" 		1
"Blackstreet" 		2
"Pogodno" 		5
"Oshiri Penpenz" 		1
"Black Sun Empire Vs. Concord Dawn" 		1
"Agnetha Fältskog" 		2
"Humanzi" 		3
"Chris Bell" 		1
"Ijahman Levi" 		3
"Kippi Kaninus" 		1
"Sir Ged" 		1
"Searching For Calm" 		1
"Sa-Ra" 		1
"????& ????" 		1
"Freemasons, Freemasons Feat. Siedah Garrett & Siedah Garrett" 		1
"Röyksopp" 		115
"The Lords Of The New Church" 		5
"Erykah Badu" 		29
"Brian Tyler & Klaus Badelt" 		1
"Lillasyster" 		1
"Non Phixion" 		5
"???? & ????" 		1
"Underworld" 		33
"Korn Featuring Amy Lee" 		1
"Massmedia" 		1
"Centro-Matic" 		8
"Johnny Dowd" 		1
"Grégory Lemarchal" 		1
"People Press Play" 		2
"Bad Boys Blue" 		1
"The Soft Boys" 		2
"Notre-Dame De Paris" 		4
"Axer" 		2
"Grand Alchemist" 		2
"The Expendables" 		2
"Carlos Niño & Miguel Atwood-Ferguson" 		2
"Danzel Ft Dj Frank" 		1
"J-Walk" 		1
"Bake Up Boyz" 		2
"Cut Off Your Hands" 		6
"Halo Manash" 		1
"Bellemou & Benfissa" 		1
"Judy And Mary" 		2
"Chimaira" 		11
"Alan Sorrenti" 		1
"The Valerie Project" 		1
"Despised Icon" 		5
"The Arrogants" 		4
"Urgehal" 		2
"?????? ?????????" 		1
"Kitchens Of Distinction" 		9
"Terranova" 		3
"Eat Your Make Up" 		1
"Jeff Loomis" 		1
"Norther" 		16
"Neon Synthesis" 		1
"The Fine Arts Showcase" 		1
"Berget Lewis Feat. Leona" 		1
"Amadou & Mariam" 		10
"Animals On Wheels" 		1
"Leevi And The Leavings" 		2
"Extended Spirit" 		1
"Randy" 		2
"Sid Vicious" 		2
"Soul Partners" 		1
"Lena Horne" 		1
"Our Lady Peace" 		11
"Jordan Pruitt" 		2
"Marianne Faithfull" 		8
"Telekinesis" 		5
"Camarón De La Isla" 		2
"Bada Ft. Sandy Riviera & Trix" 		1
"Giulia Y Los Tellarini" 		2
"Randy Katana" 		1
"Under Byen" 		4
"Spizzenergi" 		1
"Maroon" 		1
"Cheap Trick" 		8
"Bedouin Soundclash" 		16
"Shano Ft Sean Paul" 		1
"Acid Bath" 		7
"Håkan Hellström" 		17
"Meridian Arts Ensemble" 		1
"Robert Pollard" 		9
"Damian Marley" 		10
"Alex Lloyd" 		2
"Manatees" 		1
"Obsidienne" 		1
"Gza/Genius" 		21
"Snowden" 		1
"Orphaned Land" 		1
"Kaospilot" 		1
"I Mother Earth" 		1
"Bugz" 		1
"Mr. Suspicious" 		1
"Giacomo Puccini" 		1
"Dr. Bombay" 		1
"Nino Ferrer" 		1
"Embrace Today" 		1
"The Sheila Divine" 		1
"The Feelies" 		3
"Kill Your Idols And The Nerve" 		2
"Janet Jackson Featuring Nelly" 		1
"The Threads" 		1
"Final Fantasy Vii Piano Collections" 		1
"Jonathan Groff & Boys" 		1
"P.O.S." 		3
"Lech Janerka" 		1
"Lucinda Williams" 		10
"Barathrum" 		4
"Zeromancer" 		7
"Iryu: Team Medical Dragon Ost" 		1
"Tuna Laguna" 		1
"Milow" 		1
"The Move" 		4
"Van Zant" 		1
"Frida Feat. Headline" 		1
"30 Lasten Suosikkilaulua" 		1
"Fatboy Slim" 		46
"The Bravery" 		42
"The Titans" 		1
"His Name Is Alive" 		9
"Don Nelson" 		1
"A Wilhelm Scream" 		1
"[Dunkelbunt]" 		1
"Harry Nilsson" 		3
"Bombshell Rocks" 		1
"Deep Purple" 		84
"Burt Bacharach" 		5
"Fugazi" 		47
"Il Teatro Degli Orrori" 		1
"Matthew Dear" 		7
"Jalad" 		1
"Tony Bennett" 		8
"Jdvoid" 		1
"Marty Robbins" 		1
"Gangsta Pat" 		1
"Showroom" 		1
"Kid Sister" 		2
"Danny" 		1
"Blue Mitchell" 		3
"Utopia" 		1
"Dive" 		8
"Jorge Aragão" 		1
"Kamuki" 		1
"Georges Bizet" 		3
"Belly Boat" 		1
"Lustmord" 		1
"Assacre" 		1
"Dr J" 		1
"Quincy Jones And His Orchestra" 		3
"Morbid Angel" 		9
"Melophonia" 		1
"Ziggy Marley" 		3
"Kari Peitsamo & Risto" 		1
"Urbs" 		1
"Angel City" 		3
"Manic Depression" 		1
"?wietliki" 		5
"Dietrich Buxtehude" 		1
"M-Flo?Emyli & Yoshika" 		2
"El Bosso & Die Ping Pongs" 		1
"Haze" 		1
"Trentemøller" 		14
"Levy" 		1
"Blind Willie Mctell" 		2
"Finch" 		7
"The Seahorses" 		2
"The Shadows" 		4
"Naruto Kykost" 		1
"Lansing-Dreiden" 		1
"Monolit" 		1
"Audion" 		3
"Dj Hazard" 		1
"Silversun Pickups" 		49
"Everything Is Made In China" 		1
"Moby Grape" 		3
"Soulrelic" 		2
"Mike Patton" 		2
"They Shoot Horses Don'T They?" 		1
"Linda Perry" 		2
"Team Gina" 		1
"Tappi Tíkarrass" 		1
"Novika" 		2
"Xasma" 		2
"Dj Tonk" 		1
"Mark Fell" 		1
"Godkomplex" 		1
"Rita Marley" 		2
"??? ?????? ?????" 		10
"Chris Cornell" 		21
"New Young Pony Club" 		35
"Jagjit Singh & Chitra Singh" 		1
"Koushik" 		3
"Kieran Hebden And Steve Reid" 		2
"Miley Cyrus" 		13
"Plaid" 		24
"The Belle Stars" 		1
"The Higher" 		2
"Super Furry Animals" 		24
"Flickerstick" 		4
"Jazzelicious" 		1
"Albert Hammond" 		1
"Khoiba" 		7
"Tomasz ?ó?tko" 		1
"Zalatnay Sarolta" 		1
"Hamtaro" 		1
"Cross The Dancefloor" 		1
"Joyce" 		1
"Imminent Starvation" 		1
"Buzz Brother Band" 		1
"Lulu" 		1
"Exciter" 		5
"Subsonica & Antonella Ruggero" 		1
"Burning Sensations" 		1
"Bobby Vinton" 		1
"Roger Whittaker" 		1
"Atb & Angel City & Benny Benassi Pres. The Biz" 		2
"Hello" 		1
"Caroline'S Spine" 		1
"Ammit" 		1
"Irn Mnky" 		1
"David Bazan" 		4
"Va - All Kindsa Girls Vol. 1- 4 & Bonus" 		1
"Equicez" 		1
"The Courteeners" 		4
"???" 		48
"Black Science Orchestra" 		2
"Hooded Menace" 		2
"The Dream Syndicate" 		4
"The Bottle Rockets" 		1
"Neuropa" 		1
"Inspiral Carpets" 		3
"War Child" 		1
"George Michael" 		27
"The Pierces" 		3
"Mark Knight" 		1
"Equilibrium" 		7
"The Black Dahlia Murder" 		2
"Remedy" 		1
"Cmx" 		35
"Allison Moorer" 		3
"Goldmund" 		2
"???" 		1
"Dune" 		2
"Warzone" 		3
"Mithotyn" 		1
"Dan Reeder" 		1
"Kid Brother Collective" 		1
"Hladno Pivo" 		5
"Nikakoi" 		2
"Miles Bonny" 		1
"The Diamonds" 		1
"The Foxes" 		1
"Theatre Of Tragedy" 		27
"Karakedi" 		1
"Growling Mad Scientists" 		4
"...And Oceans" 		4
"The Peacocks" 		4
"Lao Che" 		10
"Future Of The Left" 		4
"Kai Winding & His Orchestra" 		1
"Love Love Love" 		1
"Alan Braxe & Kris Menace" 		1
"Sense" 		1
"The Penguins" 		1
"La Roca" 		1
"Novembers Doom" 		5
"Music From The World Of Osho" 		1
"2Pac & Outlawz" 		2
"Dixie Chicks" 		19
"I Compani" 		1
"Göksel" 		3
"Kleerup" 		4
"Light Of Saba" 		1
"Winston Tong" 		1
"Technoir" 		1
"The Christmas Gang" 		1
"Casiotone For The Painfully Alone" 		15
"Orange Juice" 		10
"Bangles" 		4
"The Halo Benders" 		1
"Schindler'S List" 		1
"Vector Lovers" 		3
"The Sleepy Jackson" 		2
"The Holy Modal Rounders" 		1
"The Nat King Cole Trio" 		1
"Dinar Bandosu" 		1
"A Heartwell Ending" 		1
"Sarah Slean" 		1
"Dizzy Gillespie And Sarah Vaughan" 		1
"Opgezwolle" 		5
"The New Sins" 		1
"Jack Beats" 		1
"Orchestral Manoeuvres In The Dark" 		31
"The Mars Volta" 		58
"Prisma" 		1
"Lopez" 		1
"Action Feat. Verk545" 		2
"Rudimentary Peni" 		10
"Thread" 		1
"Bang Bang" 		1
"Rev Run" 		1
"Motörhead" 		69
"Hood" 		2
"Ryan Adams" 		55
"Basic Element" 		2
"The Waco Brothers" 		2
"The 4-Skins" 		3
"Ikurasake'S Midis" 		1
"Beck Feat. Cat Power" 		1
"Sugar" 		5
"Jeremy Enigk" 		3
"Atc" 		1
"Chad & Jeremy" 		1
"Scene" 		2
"Spiritual Beggars" 		2
"Brass Construction" 		1
"Corrado Rossi - Syngularity" 		1
"Nick Riff" 		1
"Gina G" 		2
"Binnike Bengt & Roy Rövmun" 		1
"Pinch" 		1
"Charley Straight" 		1
"Remady P&R" 		1
"Skinless" 		2
"????" 		1
"Nil Karaibrahimgil" 		2
"Doleful Lions" 		2
"Jace Everett" 		1
"Faith Department" 		1
"George W. Bush & Matt Rogalsky" 		1
"Miles Away" 		1
"Jean Claude Ades & Vincent Thomas" 		1
"Stevie B." 		1
"The Bell" 		1
"Shearwater" 		14
"Eastern Rebellion" 		1
"Laura Stoica" 		1
"The Makers" 		1
"Arcade Fire" 		180
"Lady Gaga" 		40
"Geoff Beavan" 		1
"Marina Unlimited Orchestra" 		1
"Daniel Merriweather" 		2
"White Hinterland" 		1
"Robbie Rivera_Axwell And Jj Fe" 		1
"Alternosfera" 		1
"Big Star" 		11
"Abstrakt Intellekt" 		1
"Dolorean" 		2
"Dälek" 		4
"Bunny Wailer" 		6
"Pastel Vespa" 		1
"Dj Shadow" 		54
"Gitane Demone" 		1
"Benediction" 		2
"???? ??????" 		2
"Pedro" 		1
"Void" 		2
"Roc C And Imakemadbeats" 		1
"Letoya Luckett" 		4
"Richard And Linda Thompson" 		2
"?????" 		2
"The Flaming Stars" 		1
"Monte Montgomery" 		1
"The Radio" 		1
"Lightspeed Champion" 		3
"Cora Novoa" 		1
"Terror" 		2
"Christopher Parkening" 		1
"Guido Cenciarelli, Catalano Massimo & Stefano Torossi" 		1
"Reign Of Terror" 		1
"Blood On The Wall" 		4
"Anna Inspi' Nana (Black Stones)" 		3
"Siktransit" 		1
"Aaron Smith Feat. Luvli" 		1
"Calabrese" 		2
"T?i Sestry" 		1
"Rafter" 		2
"Benni Hemm Hemm" 		3
"Space Safari" 		1
"Asura" 		4
"No-Fi Soul Rebellion" 		2
"Something For Kate" 		2
"The Mickey Finn" 		1
"Budhi" 		3
"Colle + Kaos + Piotta" 		1
"Jean Michel Jarre" 		10
"Johann Pachelbel" 		3
"Vader" 		13
"John Foxx And Louis Gordon" 		1
"Talib Kweli" 		9
"Pase Rock" 		2
"Crack Rock Steady Seven" 		2
"Candie Hank" 		1
"Toshimaru Nakamura & English" 		1
"Nicole Wray M/ S.A.S" 		1
"Liisi Koikson" 		1
"Atheist" 		5
"Capital" 		2
"Russkaja" 		2
"Allan Vainola" 		1
"Robert Randolph & The Family Band" 		1
"Locos Por Juana" 		2
"Inja" 		6
"Autumn'S Grey Solace" 		2
"Afternoon Naps" 		1
"Disgorge" 		1
"Nina Nastasia" 		5
"The Phantom Surfers" 		1
"Bengala" 		1
"Meck" 		1
"Mi And L'Au" 		2
"Pliant" 		1
"Darius" 		1
"Benjamin Diamond" 		2
"Polysics" 		8
"Nick Cave & The Bad Seeds" 		85
"Ltj Bukem Featuring Mc Conrad" 		1
"Whiskeytown" 		12
"Classical Orchestra" 		2
"Jay-Z Vs. Metallica" 		1
"Brave Saint Saturn" 		2
"Paul Reddick" 		1
"Reese Witherspoon" 		5
"Red Robbin & Jakob Hilden" 		1
"Smile Empty Soul" 		2
"Michna" 		1
"Guitar Wolf" 		2
"Mason Jennings" 		5
"Readjust" 		1
"Rade Serbedzija I Miroslav Tadic" 		1
"Kronos" 		1
"Wang Chung" 		2
"Zeno" 		1
"Dawn" 		1
"One" 		1
"Beat Beat Beat" 		1
"Aeroc" 		1
"Don Mcmillan" 		5
"Screeching Weasel" 		10
"The Girls" 		1
"Mazinga Phaser" 		1
"5Bugs" 		2
"Eläkeläiset" 		5
"Wojciech Waglewski, Fisz & Emade" 		1
"Bbc World Service" 		1
"Mott The Hoople" 		8
"Sarah Brightman & Andrea Bocelli" 		2
"Self Sounds" 		1
"Hassle Hound" 		2
"Fembots" 		2
"The Used" 		42
"Bud Powell" 		3
"Mike Posner & The Brain Trust" 		3
"Flora Reed" 		1
"Inaya Day Vs Digitalism" 		1
"Aaron Smith" 		1
"Don'S Mobile Barbers" 		1
"Van Hunt" 		1
"Zülfü Livaneli" 		1
"Ólafur Arnalds" 		5
"Miranda" 		1
"Lukas Kasha" 		2
"Silverstein" 		10
"Los Paranoias" 		3
"Smog" 		13
"James S. Taylor" 		4
"Markus Enochson" 		1
"The Klezmatics" 		2
"Vocal Sampling" 		1
"Dirty Projectors + David Byrne" 		1
"Jet Lag Gemini" 		2
"Air" 		188
"Johann Sebastian Bach" 		18
"Antiharmonix" 		1
"Cluster & Brian Eno" 		1
"Mark Mancina & Trevor Rabin" 		1
"Shy'M" 		2
"Seasick Steve" 		3
"The Voids" 		4
"Gino Vannelli" 		1
"Natural Born Hippies" 		1
"Long Shot Party" 		1
"Final Selection" 		2
"Diana Ross" 		6
"???" 		1
"Channels" 		1
"Switch" 		3
"Styles Of Beyond" 		1
"Alcazar" 		4
"Urban Waste" 		1
"Sash! Feat. Stunt" 		1
"Doug Burr" 		2
"Phideaux" 		3
"Télépopmusik" 		25
"Hopelessness" 		1
"High Fashion" 		1
"Chris Mills" 		1
"Dokken" 		7
"Basia" 		1
"14 Year Old Girls" 		1
"Macross" 		3
"Groovedust" 		1
"1984" 		2
"Nightbreed" 		1
"Chuck Berry" 		16
"Tin Hat Trio" 		2
"Trashlight Vision" 		3
"The Hush Sound" 		18
"Videohippos" 		1
"The Touch" 		1
"Balligomingo" 		1
"The Toasters" 		2
"Richard Gibbs" 		3
"Mínus" 		1
"Duvelduvel" 		2
"Brenda Lee" 		1
"The Hummingbirds" 		1
"Melanie C" 		36
"The Films" 		3
"Moony" 		1
"Punchline" 		2
"Cathy Rivers" 		1
"Monster Magnet" 		2
"Kompani 69" 		1
"Shmuel Flash" 		1
"Neil Young & Crazy Horse" 		9
"Loto" 		1
"???" 		1
"Byron" 		5
"Some Water And Sun" 		1
"Snot" 		1
"Jimmy Mcgriff" 		1
"John Barbirolli: Hallé Orchestra" 		1
"Bound Stems" 		2
"Suzukiski" 		1
"Fzv" 		3
"Zebrahead" 		1
"Arab Strap" 		10
"The Veils" 		5
"Ephel Duath" 		4
"Before The Dawn" 		7
"F.S. Blumm" 		1
"Bono" 		3
"Rüzgar" 		1
"Milan Apoteka" 		1
"Mr. Doctor & Brotha Lynch Hung" 		1
"Frontside" 		2
"Angélique Kidjo" 		10
"Mythos" 		1
"Chris Walla" 		1
"The Mark Inside" 		1
"Maja Ratkje" 		1
"??????" 		1
"Hooverphonic" 		42
"The Vaughan Brothers" 		1
"Maj Karma" 		2
"Christ Album" 		1
"Sara P. Smith" 		1
"Yoko Ono" 		4
"Lenny B Feat Nj" 		1
"Fantastic Plastic Machine" 		6
"Labh Janjua" 		2
"Dangerous Muse" 		1
"Resonant Evil" 		1
"The Teenbeats" 		1
"Takida" 		8
"Dust Galaxy" 		1
"We Are Soldiers We Have Guns" 		1
"Experimental Aircraft" 		1
"Stephanie Mills" 		1
"Scotch" 		1
"Toby Tobias" 		1
"Drive-By" 		1
"Subterfuge" 		1
"Project Pat" 		1
"Eef Barzelay" 		2
"Suicide" 		16
"Nervous Cabaret" 		1
"E.Town Concrete" 		1
"The Cars" 		18
"Rurutia" 		3
"Ocean Colour Scene" 		15
"Lagwagon" 		3
"Bing Crosby" 		3
"Cul De Sac" 		1
"Züri West" 		11
"Alberto Iglesias" 		3
"Obszön Geschöpf" 		1
"The Flatmates" 		3
"Toby Lightman" 		1
"Wilco" 		126
"Jazzover Hybrid Project" 		1
"Daniel Wang" 		1
"????" 		5
"Arve Tellefsen" 		1
"Autolux" 		10
"Foreign Islands" 		1
"Twarres" 		1
"Domine" 		1
"Howlin' Wolf" 		3
"The Super Friendz" 		1
"Dysrhythmia" 		1
"John Legend" 		23
"The Hobos" 		1
"The Early November" 		14
"Gonzales, Feist & Dani" 		1
"Erskine Hawkins With Avery Parrish" 		1
"Granicus" 		1
"Metal Rock Cavalcade Ii" 		3
"John The Whistler" 		1
"Passport" 		2
"Shoosh" 		1
"Tomcraft" 		5
"Supersonic Future" 		2
"Klaus Badelt" 		5
"Half Japanese" 		7
"The Car Is On Fire" 		5
"The Brides" 		5
"Roger Roger" 		1
"Civ" 		1
"Cem Karaca & Apa?lar" 		1
"Boulder Acoustic Society" 		1
"Tulenkantajat" 		3
"Tanita Tikaram" 		2
"Melancholy" 		1
"Mahalia Jackson" 		1
"Blok 57" 		1
"Popeye" 		1
"Siddharta" 		1
"Redska" 		1
"Mimetic" 		3
"Three Dog Night" 		3
"The Most Serene Republic" 		8
"Gyogun Rend'S" 		1
"Cretins" 		1
"Dramarama" 		1
"The Spoils Of War" 		1
"Boyskout" 		1
"Eva Cassidy" 		16
"Black Mountain" 		12
"Bulleproof" 		1
"Weird Fields" 		2
"The Teardrop Explodes" 		2
"Psychonaut" 		2
"Pacjam" 		1
"Stitch Mouth" 		2
"Nightraver" 		1
"Xavier Caféïne" 		1
"Aaron Pritchett" 		1
"Armand Van Helden" 		19
"Wretched" 		1
"Daughtry" 		20
"All Night Radio" 		1
"Vypsaná Fixa" 		3
"A.R. Kane" 		4
"???????" 		2
"Dj Boyko" 		1
"Kim Rutherford" 		1
"Diagnose: Lebensgefahr" 		1
"Nitrokiss" 		1
"Levellers" 		7
"Kid Koala" 		7
"Jyongri" 		1
"Britta Phillips & Dean Wareham" 		1
"Anton Nanul: Radio Symphony Orchestra Lljubljana" 		1
"Alif Tree" 		5
"Five O'Clock Heroes" 		1
"Covenant" 		16
"Pony Club" 		1
"Anton Maiden" 		47
"The Edgar Winter Group" 		2
"Funkagenda" 		1
"Intrinzik" 		3
"The Riverboat Gamblers" 		4
"Addis Black Widow" 		1
"Monstrum Sepsis" 		1
"Orhan Gencebay" 		2
"Red Light Company" 		5
"The Besnard Lakes" 		4
"Andy Lloyd" 		1
"Killing Miranda" 		1
"Menacide" 		6
"[Iksi:D]" 		1
"Monade" 		2
"Earl Flute & Horace Andy" 		1
"Marshall Arts" 		1
"Avalanch" 		2
"Mynt" 		1
"The Tolkien Ensemble" 		1
"I Kong" 		2
"Platypus" 		1
"New Trolls" 		6
"Annie Philippe" 		2
"Julie Doiron" 		10
"????" 		2
"Max Middleton" 		1
"Big Country" 		2
"Snatch Soundtrack - Fatboy Slim" 		1
"Marián Varga & Moyzesovo Kvarteto" 		2
"Al Anthony" 		1
"Orleya" 		1
"Sadus" 		4
"Skye" 		5
"Camille Jones" 		3
"Engineers" 		6
"Leroy Smart" 		1
"Rivers Cuomo" 		1
"Extreme Noise Terror" 		1
"Arovane" 		7
"Paolo Fedreghini" 		2
"Clara Hill'S Folkwaves" 		2
"Richie Spice" 		4
"Antarctica Takes It!" 		1
"Ricky Wayne & The Fleerakkers" 		1
"?????" 		2
"Black Cat # 13" 		1
"Dog Day" 		2
"Beth Gibbons & Rustin Man" 		12
"Cassandra" 		1
"Up The Fury" 		1
"Mondo Bizarro" 		2
"N.O.R.E." 		1
"Vhs Or Beta" 		12
"Laibach" 		9
"John Lord Fonda" 		2
"Megadriver" 		3
"Matthew Shipp" 		1
"Little Wings" 		5
"Psychedeliasmith" 		1
"Odd Nordstoga" 		1
"Soneros De Verdad" 		1
"Charles Hamilton" 		1
"Stevie Nicks" 		3
"Tiny Tim" 		2
"Whats Next" 		1
"The James Taylor Quartet" 		1
"Agathodaimon" 		11
"Figen Han" 		1
"Nicole Kidman" 		1
"Hey" 		13
"Zonaria" 		1
"Queen" 		177
"Jimmy Page & The Black Crowes" 		3
"The Scotland Yard Gospel Choir" 		2
"Raman Mahadevan" 		1
"The Cat'S Miaow" 		3
"Iron Savior" 		1
"Triosk" 		5
"Johnny Cash, Kris Kristofferson, Waylon Jennings & Willie Nelson" 		1
"Shugo Tokumaru" 		5
"Cerrone" 		3
"Die Aeronauten" 		1
"Birmingham 6" 		2
"Extrema" 		1
"Maurizio Fabrizio" 		1
"Jacob Heringman" 		1
"Stephen Colbert And The Exit 57 Dancers" 		1
"Lmnop" 		1
"Chisu" 		1
"Union Of Knives" 		2
"Sharleen Spiteri" 		1
"The Life And Times" 		2
"The Comsat Angels" 		1
"Los Tres" 		7
"Sad Lovers And Giants" 		1
"Black Merda" 		2
"30 Seconds To Mars" 		52
"White Plains" 		1
"Casey Macgill'S Blue 4 Trio" 		1
"Akcent" 		8
"Intense" 		1
"Mc Solaar" 		3
"Paul'S Disciples" 		1
"Planet Music Series" 		1
"Dj Dero" 		2
"Ian Mcculloch" 		1
"The Others" 		2
"Natalia Lafourcade" 		1
"Nonna Mordukova" 		1
"Grimy Styles" 		2
"Akala" 		1
"Jadakiss" 		4
"Lost Boyz" 		2
"Adam Sandler" 		1
"38Th Parallel" 		1
"Switchstance" 		1
"Cemetery Of Scream" 		1
